english	translation	category	sub_category	source
Description: <colNum0>Complete a Chambers of Xeric (Solo) in less than <Num0> minutes.</col>		interface	combAchvmt	
Description: <colNum0>Complete a Chambers of Xeric (Trio) in less than <Num0> minutes and <Num1> seconds.</col>		interface	combAchvmt	
Description: <colNum0>Complete a Chambers of Xeric (<Num0>-scale) in less than <Num1> minutes.</col>		interface	combAchvmt	
Description: <colNum0>Kill TzKal-Zuk without letting a pillar fall before wave <Num0>.</col>		interface	combAchvmt	
Description: <colNum0>Complete TzHaar-Ket-Rak's fourth challenge.</col>		interface	combAchvmt	
Description: <colNum0>Complete TzHaar-Ket-Rak's third challenge in less than <Num0> minutes.</col>		interface	combAchvmt	
Description: <colNum0>Complete TzHaar-Ket-Rak's fourth challenge with only melee.</col>		interface	combAchvmt	
Description: <colNum0>Complete TzHaar-Ket-Rak's third challenge without having anything in your inventory.</col>		interface	combAchvmt	
Description: <colNum0>Complete TzHaar-Ket-Rak's third challenge while using a different attack style for each JalTok-Jad.</col>		interface	combAchvmt	
Description: <colNum0>Complete the Theatre of Blood: Hard Mode within the challenge time.</col>		interface	combAchvmt	
Description: <colNum0>Complete the Theatre of Blood: Entry Mode in less than <Num0> minutes.</col>		interface	combAchvmt	
Description: <colNum0>Kill Phosani's Nightmare <Num0> times.</col>		interface	combAchvmt	
Description: <colNum0>Kill Phosani's Nightmare within <Num0> minutes.</col>		interface	combAchvmt	
Description: <colNum0>Kill Phosani's Nightmare while killing every husk and parasite in one hit.</col>		interface	combAchvmt	
Description: <colNum0>Kill Phosani's Nightmare without her disabling your prayer.</col>		interface	combAchvmt	
Description: <colNum0>Kill Phosani's Nightmare without letting a sleepwalker reach her during the desperation phase.</col>		interface	combAchvmt	
Description: <colNum0>Kill Nex <Num0> times.</col>		interface	combAchvmt	
Description: <colNum0>Kill Nex without letting her heal from her Blood Siphon special attack.</col>		interface	combAchvmt	
Description: <colNum0>Kill Nex without anyone taking damage from any Ice special attack.</col>		interface	combAchvmt	
Description: <colNum0>Kill Nex without anyone being hit by the Smoke Dash special attack</col>		interface	combAchvmt	
Description: <colNum0>Kill Nex with three or less players inside the arena at the start of the fight.</col>		interface	combAchvmt	
Description: <colNum0>Kill Nex without anyone being hit by the Shadow Smash attack.</col>		interface	combAchvmt	
Description: <colNum0>Complete a full Tombs of Amascut raid only using supplies given inside the tomb and without anyone dying.</col>		interface	combAchvmt	
Description: <colNum0>Complete the Tombs of Amascut <Num0> times.</col>		interface	combAchvmt	
Description: <colNum0>Complete the Tombs of Amascut (normal) within <Num0> mins at any group size.</col>		interface	combAchvmt	
Description: <colNum0>Complete the Tombs of Amascut raid at level <Num0> or above without anyone dying.</col>		interface	combAchvmt	
Description: <colNum0>Complete the Tombs of Amascut (Expert mode) <Num0> times.</col>		interface	combAchvmt	
Description: <colNum0>Defeat Ba-Ba with all Ba-Ba invocations activated and the path levelled up to at least four, without dying yourself.</col>		interface	combAchvmt	
Description: <colNum0>Defeat Zebak with all Zebak invocations activated and the path levelled up to at least four, without dying yourself.</col>		interface	combAchvmt	
Description: <colNum0>Defeat Kephri with all Kephri invocations activated and the path levelled up to at least four, without dying yourself.</col>		interface	combAchvmt	
Description: <colNum0>Defeat Kephri without letting her heal above <Num0>% after the first down. The 'Medic' invocation must be activated. You must do this without dying yourself.</col>		interface	combAchvmt	
Description: <colNum0>Defeat Elidinis' Warden in phase three of the Wardens fight with 'Aerial Assault', 'Stay vigilant' and 'Insanity' invocations activated and without dying yourself.</col>		interface	combAchvmt	
Description: <colNum0>Defeat the Wardens with all Wardens invocations activated, at expert level and without dying yourself.</col>		interface	combAchvmt	
"Description: <colNum0>Complete the Tombs of Amascut with the ""On a diet"" and ""Dehydration"" invocations activated and without anyone dying.</col>"		interface	combAchvmt	
Description: <colNum0>Complete the Tombs of Amascut without anyone in your party wearing or holding any equipment at tier <Num0> or above.</col>		interface	combAchvmt	
Description: <colNum0>Defeat Zebak using only melee attacks and without dying yourself.</col>		interface	combAchvmt	
Description: <colNum0>Complete phase three of The Wardens in a group of two or more, using only melee attacks and without dying yourself. The 'Insanity' invocation must be activated.</col>		interface	combAchvmt	
Description: <colNum0>Complete Akkha in a group of two or more, without anyone taking any hits from the following: Akkha's attacks off-prayer, Akkha's special attacks (orbs, memory, detonate), exploding shadow timers, orbs in the enrage phase or attacking Akkha with the wrong style. Hits for zero damage still count. You must have all Akkha invocations activated.</col>		interface	combAchvmt	
Description: <colNum0>Defeat Ba-Ba in a group of two or more, without anyone taking any hits from the following: Ba-Ba's Attacks off-prayer, Ba-Ba's slam, rolling boulders, rubble attack or falling rocks. Hits for zero damage still count. No sarcophagi may be opened. You must have all Ba-Ba invocations activated.</col>		interface	combAchvmt	
Description: <colNum0>Defeat Zebak without anyone taking any hits from: poison, Zebak's basic attacks off-prayer, blood spawns and waves. You also must not push more than two jugs on the roar attack during the fight (you may destroy stationary ones). Hits for zero damage still count. You must have all Zebak invocations activated.</col>		interface	combAchvmt	
Description: <colNum0>Complete the Scabaras room in less than a minute without anyone taking any damage from puzzles.</col>		interface	combAchvmt	
Description: <colNum0>Defeat Kephri in a group of two or more, without anyone taking any hits from the following: egg explosions, Kephri's attacks, Exploding Scarabs, Bodyguards, dung attacks. Hits for zero damage still count. No eggs may hatch throughout the fight.</col>		interface	combAchvmt	
Description: <colNum0>Defeat The Wardens in a group of two or more, without anyone taking avoidable hits from the following: Warden attacks, obelisk attacks, lightning attacks in phase three, skull attack in phase three, Demi god attacks in phase three. Hits for zero damage still count. You must have all Wardens invocations activated.</col>		interface	combAchvmt	
Description: <colNum0>Kill the Phantom Muspah by only dealing damage to it with a salamander.</col>		interface	combAchvmt	
Description: <colNum0>Kill the Phantom Muspah <Num0> times in one trip.</col>		interface	combAchvmt	
Description: <colNum0>Kill the Phantom Muspah without taking any avoidable damage.</col>		interface	combAchvmt	
Description: <colNum0>Kill the Phantom Muspah whilst it is surrounded by spikes.</col>		interface	combAchvmt	
Description: <colNum0>Kill the Whisperer without taking avoidable damage <Num0> times without leaving.</col>		interface	combAchvmt	
Description: <colNum0>Kill Duke Sucellus <Num0> times.</col>		interface	combAchvmt	
Description: <colNum0>Kill Vardorvis <Num0> times.</col>		interface	combAchvmt	
Description: <colNum0>Kill the Whisperer <Num0> times.</col>		interface	combAchvmt	
Description: <colNum0>Kill the Leviathan <Num0> times.</col>		interface	combAchvmt	
Description: <colNum0>Kill Vardorvis in less than <Num0>:<Num1> without a slayer task.</col>		interface	combAchvmt	
Description: <colNum0>Kill Duke Sucellus without taking any avoidable damage, whilst also never running.</col>		interface	combAchvmt	
Description: <colNum0>Kill Duke Sucellus without taking any avoidable damage <Num0> times without leaving.</col>		interface	combAchvmt	
Description: <colNum0>Kill the Leviathan without stunning the boss more than once.</col>		interface	combAchvmt	
Description: <colNum0>Kill the Leviathan perfectly <Num0> times without leaving.</col>		interface	combAchvmt	
Description: <colNum0>Kill Vardorvis with gear worth <Num0>m or less in total.</col>		interface	combAchvmt	
Description: <colNum0>Kill Vardorvis perfectly <Num0> times without leaving.</col>		interface	combAchvmt	
Description: <colNum0>Defeat Sol Heredit once.</col>		interface	combAchvmt	
Description: <colNum0>Defeat Sol Heredit using only a Spear, Hasta or Halberd.</col>		interface	combAchvmt	
Description: <colNum0>Defeat Sol Heredit after Fortis Saluting to the North, East, South and West of the arena while he's below <Num0>% Hitpoints.</col>		interface	combAchvmt	
"Description: <colNum0>Complete Wave <Num0> with either ""Red Flag"", ""Dynamic Duo"", or ""Doom II"" active.</col>"		interface	combAchvmt	
Description: <colNum0>Complete the Colosseum with a total time of <Num0>:<Num1> or less.</col>		interface	combAchvmt	
Description: <colNum0>Kill three Tormented Demons within <Num0> seconds.</col>		interface	combAchvmt	
Description: <colNum0>Kill Araxxor perfectly, without taking damage from Araxxor's Mage & Range attacks, melee attack off prayer, araxyte minions damage, or damage from acid pools.</col>		interface	combAchvmt	
Description: <colNum0>Kill Araxxor without ever having venom or poison immunity.</col>		interface	combAchvmt	
Description: <colNum0>Have an Araxyte kill three other Araxytes.</col>		interface	combAchvmt	
Description: <colNum0>Kill Araxxor <Num0> times without leaving.</col>		interface	combAchvmt	
Description: <colNum0>Kill the Hueycoatl using only dragonbane weaponry.</col>		interface	combAchvmt	
Description: <colNum0>Kill the Hueycoatl in <Num0>:<Num1> with five or fewer players.</col>		interface	combAchvmt	
Description: <colNum0>Kill Kree'arra by only dealing damage to him with a salamander.</col>		interface	combAchvmt	
Description: <colNum0>Kill Kree'arra <Num0> times in a privately rented instance without leaving the room.</col>		interface	combAchvmt	
Description: <colNum0>Kill General Graardor <Num0> times consecutively in a privately rented instance without taking any damage from his bodyguards.</col>		interface	combAchvmt	
Description: <colNum0>Kill General Graardor in a privately rented instance without taking any damage from the boss or bodyguards.</col>		interface	combAchvmt	
Description: <colNum0>Kill General Graardor <Num0> times in a privately rented instance without leaving the room.</col>		interface	combAchvmt	
Description: <colNum0>Kill the Corrupted Hunllef without making an egniol potion within the Corrupted Gauntlet.</col>		interface	combAchvmt	
Description: <colNum0>Kill the Corrupted Hunllef without making more than one attuned weapon.</col>		interface	combAchvmt	
Description: <colNum0>Kill the Alchemical Hydra using only Dharok's Greataxe as a weapon whilst having no more than <Num0> Hitpoints throughout the entire fight.</col>		interface	combAchvmt	
Description: <colNum0>Complete the Fight Caves without TzTok-Jad being healed by a Yt-HurKot.</col>		interface	combAchvmt	
Description: <colNum0>Complete the Fight Caves without losing any prayer points.</col>		interface	combAchvmt	
Description: <colNum0>Complete the Fight Caves in less than <Num0> minutes and <Num1> seconds.</col>		interface	combAchvmt	
Description: <colNum0>Kill the Nightmare solo without the Parasites healing the boss for more than <Num0> health.</col>		interface	combAchvmt	
Description: <colNum0>Kill the Nightmare without any player losing any prayer points.</col>		interface	combAchvmt	
Description: <colNum0>Defeat the Nightmare (<Num0>-scale) in less than <Num1>:<Num2> minutes.</col>		interface	combAchvmt	
Description: <colNum0>Kill Commander Zilyana in a privately rented instance without taking any damage from the boss or bodyguards.</col>		interface	combAchvmt	
Description: <colNum0>Kill Commander Zilyana <Num0> times in a privately rented instance without leaving the room.</col>		interface	combAchvmt	
Description: <colNum0>Kill Zulrah in less than <Num0> seconds, without a slayer task.</col>		interface	combAchvmt	
"Description: <colNum0>Complete the Theatre of Blood without anyone dying through any means and whilst everyone in the team completes the following Combat Achievement tasks in a single run: ""Perfect Maiden"", ""Perfect Bloat"", ""Perfect Nylocas"", ""Perfect Sotetseg"", ""Perfect Xarpus"" and ""Perfect Verzik"".</col>"		interface	combAchvmt	
Description: <colNum0>Complete the Theatre of Blood without any member of the team equipping a non-barrows weapon (except Dawnbringer).</col>		interface	combAchvmt	
Description: <colNum0>Complete the Theatre of Blood (Duo) in less than <Num0> minutes.</col>		interface	combAchvmt	
Description: <colNum0>Complete the Theatre of Blood (Trio) in less than <Num0> minutes and <Num1> seconds.</col>		interface	combAchvmt	
Description: <colNum0>Complete the Theatre of Blood (<Num0>-scale) in less than <Num1> minutes and <Num2> seconds.</col>		interface	combAchvmt	
Description: <colNum0>Kill Vorkath without losing any prayer points.</col>		interface	combAchvmt	
Description: <colNum0>Kill Vorkath with only your fists.</col>		interface	combAchvmt	
Description: <colNum0>Kill Vorkath in less than <Num0> seconds.</col>		interface	combAchvmt	
Description: <colNum0>Complete a Chambers of Xeric: Challenge Mode (Solo) in less than <Num0> minutes and <Num1> seconds.</col>		interface	combAchvmt	
Description: <colNum0>Complete a Chambers of Xeric (<Num0>-scale) in less than <Num1> minutes and <Num2> seconds.</col>		interface	combAchvmt	
Description: <colNum0>Kill K'ril Tsutsaroth in a privately rented instance without ever being hit by his bodyguards.</col>		interface	combAchvmt	
Description: <colNum0>Kill K'ril Tsutsaroth <Num0> times in a privately rented instance without leaving the room.</col>		interface	combAchvmt	
Description: <colNum0>Complete the Inferno <Num0> times.</col>		interface	combAchvmt	
Description: <colNum0>Kill TzKal-Zuk without letting Jal-ImKot dig during any wave in the Inferno.</col>		interface	combAchvmt	
Description: <colNum0>Complete wave <Num0> of the Inferno within <Num1> seconds of the first JalTok-Jad dying.</col>		interface	combAchvmt	
Description: <colNum0>Kill TzKal-Zuk without being attacked by TzKal-Zuk and without taking damage from a JalTok-Jad.</col>		interface	combAchvmt	
Description: <colNum0>Kill TzKal-Zuk without letting your hitpoints fall below <Num0> during any wave in the Inferno.</col>		interface	combAchvmt	
Description: <colNum0>Kill TzKal-Zuk without equipping a Twisted Bow within the Inferno.</col>		interface	combAchvmt	
Description: <colNum0>Kill TzKal-Zuk without using any magic spells during any wave in the Inferno.</col>		interface	combAchvmt	
Description: <colNum0>Kill TzKal-Zuk without equipping any range or mage weapons before wave <Num0>.</col>		interface	combAchvmt	
Description: <colNum0>Kill TzKal-Zuk without killing the JalTok-Jad which spawns during wave <Num0>.</col>		interface	combAchvmt	
Description: <colNum0>Complete the Inferno in less than <Num0> minutes.</col>		interface	combAchvmt	
Description: <colNum0>Complete TzHaar-Ket-Rak's sixth challenge.</col>		interface	combAchvmt	
Description: <colNum0>Complete TzHaar-Ket-Rak's fifth challenge in less than <Num0> minutes.</col>		interface	combAchvmt	
Description: <colNum0>Complete TzHaar-Ket-Rak's fifth and sixth challenges back to back without failing.</col>		interface	combAchvmt	
Description: <colNum0>Defeat the Maiden of Sugadinti in the Theatre of Blood: Hard Mode without letting blood spawns create more than <Num0> blood trails.</col>		interface	combAchvmt	
Description: <colNum0>Defeat the Pestilent Bloat in the Theatre of Blood: Hard Mode with at least <Num0> people in the room, without anyone in your team standing on top of each other.</col>		interface	combAchvmt	
Description: <colNum0>In the Theatre of Blood: Hard Mode, complete the Nylocas room without ever letting the Nylocas Prinkipas change styles.</col>		interface	combAchvmt	
Description: <colNum0>Defeat Sotetseg in the Theatre of Blood: Hard Mode without anyone sharing the ball with anyone, without anyone dying, and without anyone taking damage from any of its other attacks or stepping on the wrong tile in the maze.</col>		interface	combAchvmt	
Description: <colNum0>Defeat Xarpus in the Theatre of Blood: Hard Mode after letting the exhumeds heal him to full health and without anyone in the team taking any damage.</col>		interface	combAchvmt	
Description: <colNum0>Defeat Verzik Vitur in the Theatre of Blood: Hard Mode without anyone in your team causing a Nylocas to explode by getting too close.</col>		interface	combAchvmt	
Description: <colNum0>When Verzik Vitur in the Theatre of Blood: Hard Mode uses her yellow power blast attack while the tornadoes are active, have everyone get through the attack without taking damage. This cannot be completed with one player alive</col>		interface	combAchvmt	
Description: <colNum0>Defeat Verzik Vitur in the Theatre of Blood: Hard Mode without anyone attacking her with a melee weapon during her third phase.</col>		interface	combAchvmt	
Description: <colNum0>Complete the Theatre of Blood: Hard Mode within the challenge time, with no deaths and without anyone buying anything from a supply chest.</col>		interface	combAchvmt	
Description: <colNum0>Complete the Theatre of Blood: Hard Mode (Trio) with an overall time of less than <Num0> minutes.</col>		interface	combAchvmt	
Description: <colNum0> Complete the Theatre of Blood: Hard Mode (<Num0>-scale) with an overall time of less than <Num1> minutes.</col>		interface	combAchvmt	
Description: <colNum0>Complete the Theatre of Blood: Hard Mode (<Num0>-scale) with an overall time of less than <Num1> minutes.</col>		interface	combAchvmt	
Description: <colNum0>Complete the Theatre of Blood: Hard Mode <Num0> times.</col>		interface	combAchvmt	
Description: <colNum0>Kill Phosani's Nightmare while only taking damage from husks, power blasts and weakened parasites. Also, without becoming infected by spores or letting a sleepwalker reach Phosani's Nightmare.</col>		interface	combAchvmt	
Description: <colNum0>Kill Phosani's Nightmare within <Num0> minutes and <Num1> seconds.</col>		interface	combAchvmt	
Description: <colNum0>Kill Phosani's Nightmare <Num0> times in a row without leaving Phosani's Dream.</col>		interface	combAchvmt	
Description: <colNum0>Kill Nex with two or less players inside the arena at the start of the fight.</col>		interface	combAchvmt	
Description: <colNum0>Kill Nex whilst a player is coughing.</col>		interface	combAchvmt	
Description: <colNum0>Kill Nex whilst completing the requirements for There is no escape, Shadows move, A siphon will solve this, and Contain this!</col>		interface	combAchvmt	
Description: <colNum0>Complete the Tombs of Amascut (expert) within <Num0> mins at any group size.</col>		interface	combAchvmt	
Description: <colNum0>Complete the Tombs of Amascut at raid level <Num0> or above without anyone dying.</col>		interface	combAchvmt	
Description: <colNum0>Complete a Tombs of Amascut raid with every single boss invocation activated and without anyone dying.</col>		interface	combAchvmt	
Description: <colNum0>Defeat Akkha with all Akkha invocations activated and the path levelled up to at least four, without dying yourself.</col>		interface	combAchvmt	
Description: <colNum0>Defeat Zebak without losing a single prayer point. You must also meet the conditions of the 'Rockin' Around The Croc' achievement.</col>		interface	combAchvmt	
Description: <colNum0>Complete 'Perfect Het' and 'Perfect Akkha' in a single run of the Tombs of Amascut.</col>		interface	combAchvmt	
Description: <colNum0>Complete 'Perfect Apmeken' and 'Perfect Ba-Ba' in a single run of the Tombs of Amascut.</col>		interface	combAchvmt	
Description: <colNum0>Complete 'Perfect Crondis' and 'Perfect Zebak' in a single run of the Tombs of Amascut.</col>		interface	combAchvmt	
Description: <colNum0>Complete 'Perfect Scabaras' and 'Perfect Kephri' in a single run of Tombs of Amascut.</col>		interface	combAchvmt	
Description: <colNum0>Complete 'Perfect Wardens' at expert or above.</col>		interface	combAchvmt	
Description: <colNum0>Kill the Phantom Muspah whilst completing Walk Straight Pray True, Space is Tight & Can't Escape.</col>		interface	combAchvmt	
Description: <colNum0>Kill the Phantom Muspah in less than <Num0> minute and <Num1> seconds without a slayer task.</col>		interface	combAchvmt	
Description: <colNum0>Kill Awakened Duke Sucellus.</col>		interface	combAchvmt	
Description: <colNum0>Kill Awakened Vardorvis.</col>		interface	combAchvmt	
Description: <colNum0>Kill the Awakened Whisperer.</col>		interface	combAchvmt	
Description: <colNum0>Kill the Awakened Leviathan.</col>		interface	combAchvmt	
Description: <colNum0>Kill Vardorvis after surviving for <Num0> minutes of Vardorvis' max speed, and never leaving the centre <Num1> tiles.</col>		interface	combAchvmt	
Description: <colNum0>Kill the Leviathan using only Mithril ammunition whilst having no more than <Num0> Hitpoints throughout the entire fight.</col>		interface	combAchvmt	
Description: <colNum0>Kill the Whisperer whilst spending less than <Num0> seconds in the pre-enrage shadow realm.</col>		interface	combAchvmt	
Description: <colNum0>Kill Duke Sucellus whilst only attacking the boss on the same tick Duke attacks you.</col>		interface	combAchvmt	
Description: <colNum0>Defeat Sol Heredit <Num0> times.</col>		interface	combAchvmt	
Description: <colNum0>Defeat Sol Heredit without running during the fight with him.</col>		interface	combAchvmt	
Description: <colNum0>Defeat Sol Heredit without taking any damage from his Spear, Shield, Grapple or Triple Attack.</col>		interface	combAchvmt	
"Description: <colNum0>Defeat Sol Heredit with the ""Bees! II"", ""Quartet"", and ""Solarflare II"" modifiers active.</col>"		interface	combAchvmt	
Description: <colNum0>Kill Araxxor perfectly, without hitting it during the enrage phase.</col>		interface	combAchvmt	
Description: <colNum0>Kill Araxxor without the boss ever moving.</col>		interface	combAchvmt	
Description: <colNum0>Kill the Hueycoatl in <Num0>:<Num1> with three or fewer players.</col>		interface	combAchvmt	
Combat Achievements - Bosses		interface	combAchvmt	
Search:		interface	combAchvmt	
<colNum0>Level:</col><colNum1> <Num0></col>		interface	combAchvmt	
<colNum0>Level:</col><colNum1> N/A</col>		interface	combAchvmt	
Combat Achievements - Abyssal Sire		interface	combAchvmt	
An Abyssal Sire is a stronger and larger abyssal demon found within the Abyssal Nexus.  Attack Styles - Melee, Special Immunities - Poison, Venom Slayer Categories - Abyssal Demon		interface	combAchvmt	
Difficulty		interface	combAchvmt	
Kill Count: <colNum0><Num0></col>		interface	combAchvmt	
Combat Level: <colNum0><Num0></col>		interface	combAchvmt	
Boss list		interface	combAchvmt	
Reset time		interface	combAchvmt	
Tasks Completed: <Num0>/<Num1>		interface	combAchvmt	
Mandatory requirements: - <Num0> Slayer - An abyssal demon slayer task  Combat Achievement task difficulty: - Hard - Elite		interface	combAchvmt	
Combat Achievements - Alchemical Hydra		interface	combAchvmt	
The Alchemical Hydra is a boss found in the depths of the Karuulm Slayer Dungeon within Mount Karuulm.  Attack Styles - Ranged, Magic Immunities - Poison, Venom Slayer Categories - Hydra		interface	combAchvmt	
Personal Best: <colNum0>N/A</col>		interface	combAchvmt	
Mandatory requirements: - <Num0> Slayer - A hydra slayer task  Combat Achievement task difficulty: - Elite - Master - Grandmaster		interface	combAchvmt	
Combat Achievements - Amoxliatl		interface	combAchvmt	
Amoxliatl is a boss found within the Ruins of Tapoyauik in Varlamore.  Attack Styles - Magic, Special Immunities - Poison, Venom Slayer Categories - Lesser Nagua		interface	combAchvmt	
Mandatory requirements: - The Heart of Darkness  Combat Achievement task difficulty: - Medium - Hard - Elite		interface	combAchvmt	
Combat Achievements - Araxxor		interface	combAchvmt	
Araxxor is a boss found within the Morytania Spider Cave, north east of Darkmeyer.  Attack Styles - Melee, Ranged, Magic, Special Immunities - Venom Slayer Categories - Araxyte, Spider		interface	combAchvmt	
Mandatory requirements: - Priest in Peril - <Num0> Slayer		interface	combAchvmt	
Combat Achievements - Barrows		interface	combAchvmt	
The Barrows are a series of six burial mounds located in Morytania.  Each of the six Barrows Brothers (Ahrim, Dharok, Guthan, Karil, Torag and Verac) attack with a specific combat style and unique abilities granted by their armour and weaponry.  Attack Styles - Magic, Ranged, Melee Immunities - None Slayer Categories - None		interface	combAchvmt	
Mandatory requirements: - Access to Morytania - Spade  Combat Achievment task difficulty: - Easy - Medium - Hard		interface	combAchvmt	
Combat Achievements - Bryophyta		interface	combAchvmt	
Bryophyta the Moss Giantess, is the moss giant boss who can be found in her lair in the Varrock Sewers.  In order to access Bryophyta's lair, a mossy key, obtained from killing a Moss Giant, is required.  Attack Styles - Melee, Magic Immunities - None Slayer Categories - Moss Giant		interface	combAchvmt	
Mandatory requirements: - Mossy key  Combat Achievement task difficulty: - Easy - Medium		interface	combAchvmt	
Combat Achievements - Callisto		interface	combAchvmt	
Callisto is an enormous bear empowered by the corruption of the Wilderness. He resides south of the Demonic Ruins in the Wilderness.  Attack Styles - Melee, Special Immunities - Poison, Venom, Magic Slayer Categories - Bear		interface	combAchvmt	
There are no mandatory requirements to fight Callisto.  Combat Achievement task difficulty: - Hard - Elite		interface	combAchvmt	
Combat Achievements - Cerberus		interface	combAchvmt	
Cerberus is a stronger and larger three-headed hellhound boss, which is located in her lair, deep beneath the Taverley Dungeon in the cave to the north-east of the hellhound pit.  Attack Styles - Melee, Ranged, Magic, Special Immunities - Poison, Venom Slayer Categories - Hellhound		interface	combAchvmt	
Mandatory requirements: - <Num0> Slayer - A hellhound slayer task  Combat Achievement task difficulty: - Elite - Master		interface	combAchvmt	
Combat Achievements - Chaos Elemental		interface	combAchvmt	
The Chaos Elemental is a dark cloud with six tentacles that dwells within the deep Wilderness, just west of the Rogues' Castle.  Attack Styles - Melee, Ranged, Magic Immunities - Venom Slayer Categories - None		interface	combAchvmt	
There are no mandatory requirements to fight the Chaos Elemental.  Combat Achievement task difficulty: - Hard - Elite		interface	combAchvmt	
Combat Achievements - Chaos Fanatic		interface	combAchvmt	
The Chaos Fanatic is a demi-boss that resides west of the Lava Maze.  Attack Styles - Magic, Special Immunities - None Slayer Categories - None		interface	combAchvmt	
There are no mandatory requirements to fight the Chaos Fanatic.  Combat Achievement task difficulty: - Medium - Hard		interface	combAchvmt	
Combat Achievements - Crazy Archaeologist		interface	combAchvmt	
The Crazy Archaeologist is a demi-boss that resides in the ruins south of The Forgotten Cemetery.  Attack Styles - Melee, Ranged, Special Immunities - None Slayer Categories - None		interface	combAchvmt	
There are no mandatory requirements to fight the Crazy Archaeologist.  Combat Achievement task difficulty: - Medium - Hard		interface	combAchvmt	
Combat Achievements - Chambers of Xeric		interface	combAchvmt	
The Chambers of Xeric is a large cave system found underneath Mount Quidamortem in the Kebos Lowlands.  The Chambers of Xeric will scale to the number of players (<Num0>-<Num1>) and their stats.  The Chambers of Xeric has a challenge mode difficulty setting for more experienced raiders.  Attack Styles - Magic, Ranged, Melee, Special Immunities - Poison, Venom Slayer Categories - None		interface	combAchvmt	
There are no mandatory requirements to enter the Chambers of Xeric.  Combat Achievement task difficulty: - Elite - Master - Grandmaster		interface	combAchvmt	
Combat Achievements - Chambers of Xeric: Challenge Mode		interface	combAchvmt	
Combat Achievements - Corporeal Beast		interface	combAchvmt	
The Corporeal Beast is a group boss that can be found residing in its cave found east of the Graveyard of Shadows in the Wilderness.  Attack Styles - Melee, Magic, Special. Immunities - Poison, Venom Slayer Categories - None		interface	combAchvmt	
There are no mandatory requirements to fight the Corporeal Beast.  Combat Achievement task difficulty: - Elite - Master		interface	combAchvmt	
Combat Achievements - Commander Zilyana		interface	combAchvmt	
Commander Zilyana represents Saradomin as one of the four generals within the God Wars Dungeon north of Trollheim.  Attack Styles - Melee, Magic Immunities - Poison, Venom Slayer Categories - None		interface	combAchvmt	
Mandatory requirements: - <Num0> Agility - Rope  Combat Achievement task difficulty: - Hard - Elite - Master - Grandmaster		interface	combAchvmt	
Combat Achievements - Crystalline Hunllef		interface	combAchvmt	
The Crystalline Hunllef is a boss located within The Gauntlet, an activity within the elven capital city of Prifddinas.  Attack Styles - Ranged, Magic, Special Immunities - Poison, Venom Slayer Categories - None		interface	combAchvmt	
Personal Best: <colNum0><Num0>:<Num1></col>		interface	combAchvmt	
Mandatory requirements: - Song of the Elves  Combat Achievement task difficulty: - Elite - Master - Grandmaster		interface	combAchvmt	
Combat Achievements - Corrupted Hunllef		interface	combAchvmt	
The Corrupted Hunllef is the boss located within The Corrupted Gauntlet, an activity within the elven capital city of Prifddinas.  Access to The Corrupted Gauntlet is unlocked by completing The Gauntlet.  Attack Styles - Ranged, Magic, Special Immunities - Poison, Venom Slayer Categories - None		interface	combAchvmt	
Mandatory requirements: - Song of the Elves - Access to The Corrupted Gauntlet  Combat Achievement task difficulty: - Elite - Master - Grandmaster		interface	combAchvmt	
Combat Achievements - Dagannoth Prime		interface	combAchvmt	
Dagannoth Prime is one of the three Dagannoth Kings found within the Waterbirth Island Dungeon, along with fellow kings Dagannoth Rex and Dagannoth Supreme.  Attack Style - Magic Immunities - Venom Slayer Categories - Dagannoth		interface	combAchvmt	
There are no mandatory requirements to access the Waterbirth Island Dungeon.  Combat Achievement task difficulty: - Medium - Hard - Elite		interface	combAchvmt	
Combat Achievements - Dagannoth Rex		interface	combAchvmt	
Dagannoth Rex is one of the three Dagannoth Kings found within the Waterbirth Island Dungeon, along with fellow kings Dagannoth Supreme and Dagannoth Prime.  Attack Style - Melee Immunities - Venom Slayer Categories - Dagannoth		interface	combAchvmt	
Combat Achievements - Dagannoth Supreme		interface	combAchvmt	
Dagannoth Supreme is one of the three Dagannoth Kings found within the Waterbirth Island Dungeon, along with fellow kings Dagannoth Rex and Dagannoth Prime.  Attack Style - Ranged Immunities - Venom Slayer Categories - Dagannoth		interface	combAchvmt	
Combat Achievements - Deranged Archaeologist		interface	combAchvmt	
The Deranged Archaeologist is a demi-boss located on Fossil Island, at the southern reaches of the Tar Swamp.  Attack Styles - Melee, Ranged, Special Immunities - None Slayer Categories - None		interface	combAchvmt	
Mandatory requirements: - A woodcutting axe - Bone Voyage  Combat Achievement task difficulty: - Easy - Medium		interface	combAchvmt	
Combat Achievements - Duke Sucellus		interface	combAchvmt	
Duke Sucellus is a boss found within Ghorrock Prison, deep beneath Weiss.  Attack Styles - Melee, Magic, Special Immunities - Venom Slayer Categories - None		interface	combAchvmt	
Mandatory requirements: - Desert Treasure II - The Fallen Empire		interface	combAchvmt	
Combat Achievements - Fortis Colosseum		interface	combAchvmt	
Sol Heredit is the final boss of the Fortis Colosseum, located in Civitas illa Fortis in Varlamore.  Attack Styles - Melee, Ranged, Magic, Special Immunities - Venom Slayer Categories - None		interface	combAchvmt	
Mandatory requirements: - Children of the Sun		interface	combAchvmt	
Combat Achievements - General Graardor		interface	combAchvmt	
