english	translation	category	sub_category	source
I can't help you, go and see my secretary.		dialogue	Brown Engine Director	Brown Engine Director
Talk to my secretary, I don't have time to deal with you.		dialogue	Brown Engine Director	Brown Engine Director
But...		dialogue	Brown Engine Director	Player
I said go!		dialogue	Brown Engine Director	Brown Engine Director
I told you to leave, human!		dialogue	Brown Engine Director	Brown Engine Director
What can I do for you, human?		dialogue	Brown Engine Secretary	Brown Engine Secretary
Can I help you with anything?		dialogue	Brown Engine Secretary	Brown Engine Secretary
Was there anything you wanted?		dialogue	Brown Engine Secretary	Brown Engine Secretary
What did you need of the White Chisel?		dialogue	Brown Engine Secretary	Brown Engine Secretary
Is there anything you need assistance with?		dialogue	Brown Engine Secretary	Brown Engine Secretary
And what can I do for you?		dialogue	Brown Engine Secretary	Brown Engine Secretary
Who are you?		dialogue	Brown Engine Secretary	Player
I am the head secretary of the White Chisel.		dialogue	Brown Engine Secretary	Brown Engine Secretary
The what?		dialogue	Brown Engine Secretary	Player
The Brown Engine. We are one of the eight major mining companies, and one of the finest if I do say so myself!		dialogue	Brown Engine Secretary	Brown Engine Secretary
Where am I?		dialogue	Brown Engine Secretary	Player
These are the offices of the Brown Engine.		dialogue	Brown Engine Secretary	Brown Engine Secretary
This is the official residence of the Brown Engine.		dialogue	Brown Engine Secretary	Brown Engine Secretary
Why, you are in the headquarters of the Brown Engine.		dialogue	Brown Engine Secretary	Brown Engine Secretary
We share this floor of the palace with the other companies of the Consortium. And trade with them on the Trade Octagon.		dialogue	Brown Engine Secretary	Brown Engine Secretary
The Trade Octagon?		dialogue	Brown Engine Secretary	Player
See those traders out there, just out the door? They're all standing in the Trade Octagon. There's an awful lot of trade going on in the palace, you know.		dialogue	Brown Engine Secretary	Brown Engine Secretary
Anything else of interest in the palace?		dialogue	Brown Engine Secretary	Player
You will have to find that out on your own, I'm afraid. I do have more work to do.		dialogue	Brown Engine Secretary	Brown Engine Secretary
Goodbye, human.		dialogue	Brown Engine Secretary	Brown Engine Secretary
See you later.		dialogue	Brown Engine Secretary	Brown Engine Secretary
Okay.		dialogue	Brown Engine Secretary	Brown Engine Secretary
Who are you?		dialogue	Brown Engine Secretary	Brown Engine Secretary
Where am I?		dialogue	Brown Engine Secretary	Brown Engine Secretary
Is there anything I can help you with?		dialogue	Brown Engine Secretary	Brown Engine Secretary
I have to go!		dialogue	Brown Engine Secretary	Brown Engine Secretary
Hello, and welcome to the Grand Exchange! How can I help you?		dialogue	Brugsen Bursen	Brugsen Bursen
Could I have a starter pack?		dialogue	Brugsen Bursen	Player
Here you go. One starter pack. Enjoy.		dialogue	Brugsen Bursen	Brugsen Bursen
What is this place?		dialogue	Brugsen Bursen	Player
This is the Grand Exchange, the best trading spot in the land! People come from all across the country to buy and sell every item under the sun.		dialogue	Brugsen Bursen	Brugsen Bursen
When you want to buy or sell an item, talk to the clerks in the middle. They'll tell you how to set up a trade offer.		dialogue	Brugsen Bursen	Brugsen Bursen
Now, is there something I can do for you?		dialogue	Brugsen Bursen	Brugsen Bursen
Let's talk about where I respawn when I die.		dialogue	Brugsen Bursen	Player
You're currently due to respawn somewhere else. Would you rather respawn here, at the Grand Exchange, instead.		dialogue	Brugsen Bursen	Brugsen Bursen
Yes, I'd like to respawn at the Grand Exchange.		dialogue	Brugsen Bursen	Player
Okay, you can respawn here when you die. Let me know if you change your mind.		dialogue	Brugsen Bursen	Brugsen Bursen
No thanks, leave me alone.		dialogue	Brugsen Bursen	Player
You're currently due to respawn here, at the Grand Exchange.		dialogue	Brugsen Bursen	Brugsen Bursen
I'd rather respawn in Lumbridge.		dialogue	Brugsen Bursen	Player
Please yourself. You will now respawn in Lumbridge when you die. Let me know if you change your mind.		dialogue	Brugsen Bursen	Brugsen Bursen
Okay, respawning here sounds great.		dialogue	Brugsen Bursen	Player
Can you tell me the price of an item?		dialogue	Brugsen Bursen	Player
What had you in mind?		dialogue	Brugsen Bursen	Brugsen Bursen
Thank you.		dialogue	Brugsen Bursen	Player
I'm fine, thanks.		dialogue	Brugsen Bursen	Player
Ask for a starter pack.		dialogue	Brugsen Bursen	Brugsen Bursen
What is this place?		dialogue	Brugsen Bursen	Brugsen Bursen
Let's talk about where I respawn when I die.		dialogue	Brugsen Bursen	Brugsen Bursen
Yes, I'd like to respawn at the Grand Exchange.		dialogue	Brugsen Bursen	Brugsen Bursen
No thanks, leave me alone.		dialogue	Brugsen Bursen	Brugsen Bursen
I'd rather respawn in Lumbridge.		dialogue	Brugsen Bursen	Brugsen Bursen
Okay, respawning here sounds great.		dialogue	Brugsen Bursen	Brugsen Bursen
Can you tell me the price of an item?		dialogue	Brugsen Bursen	Brugsen Bursen
I'm fine, thanks.		dialogue	Brugsen Bursen	Brugsen Bursen
Greetings outerlander!		dialogue	Brundt the Chieftain	Brundt the Chieftain
What is this place?		dialogue	Brundt the Chieftain	Brundt the Chieftain
What is this place?		dialogue	Brundt the Chieftain	Player
This place? Why, this is Rellekka! Homeland of all Fremennik! I do not recognise your face outerlander; Where do you come from?		dialogue	Brundt the Chieftain	Brundt the Chieftain
That's not important...		dialogue	Brundt the Chieftain	Player
Hmmm... I will not press the issue then outerlander. How may my tribe and I help you?		dialogue	Brundt the Chieftain	Brundt the Chieftain
Do you have any quests?		dialogue	Brundt the Chieftain	Player
Quests, you say outerlander? Well, I would not call it a quest as such, but if you are brave of heart and strong of body, perhaps...		dialogue	Brundt the Chieftain	Brundt the Chieftain
No, you would not be interested. Forget I said anything, outerlander.		dialogue	Brundt the Chieftain	Brundt the Chieftain
Actually, I would be very interested to hear what you have to offer.		dialogue	Brundt the Chieftain	Player
You would? These are unusual sentiments to hear from an outerlander! My suggestion was going to be that if you crave adventure and battle,		dialogue	Brundt the Chieftain	Brundt the Chieftain
and your heart sings for glory, then perhaps you would be interested in joining our clan, and becoming a Fremennik yourself?		dialogue	Brundt the Chieftain	Brundt the Chieftain
What would that involve exactly?		dialogue	Brundt the Chieftain	Player
Well, there are two ways to become a member of our clan and call yourself a Fremennik: be born a Fremennik, or be voted in by our council of elders.		dialogue	Brundt the Chieftain	Brundt the Chieftain
Well, I think I've missed the first way, but how can I get the council of elders to vote to let me join your clan?		dialogue	Brundt the Chieftain	Player
Well, that I cannot answer myself. You will need to speak to each of them and see what they require of you as proof of your dedication.		dialogue	Brundt the Chieftain	Brundt the Chieftain
There are twelve council members around this village; you will need to gain a majority vote of at least seven councillors in your favour.		dialogue	Brundt the Chieftain	Brundt the Chieftain
So what say you? Give me the word, and I will tell all of my tribe of your intentions, be they yea or nay.		dialogue	Brundt the Chieftain	Brundt the Chieftain
I think I would enjoy the challenge of becoming an honorary Fremennik. Where and how do I start?		dialogue	Brundt the Chieftain	Player
As I say outerlander, you must find and speak to the twelve members of the council of elders, and see what tasks they might set you.		dialogue	Brundt the Chieftain	Brundt the Chieftain
If you can gain the support of seven of the twelve, then you will be accepted as one of us without question.		dialogue	Brundt the Chieftain	Brundt the Chieftain
No way do I want to become like YOU! Forget you, and forget your whole stupid town! You're a bunch of stupid primitives, from what I've seen!		dialogue	Brundt the Chieftain	Player
I am sorry to say that I expected such a response from an outerlander. I thought perhaps you might have been different to all the others...		dialogue	Brundt the Chieftain	Brundt the Chieftain
You're right. I really couldn't care less.		dialogue	Brundt the Chieftain	Player
It is as I thought outerlander. Your kind care nothing for the Fremennik, and we feel the same about you. This is the way of the world.		dialogue	Brundt the Chieftain	Brundt the Chieftain
Why will no-one talk to me?		dialogue	Brundt the Chieftain	Player
Do not take it personally, outerlander! We are a simple people, and it is our experience that keeping ourselves to ourselves is best. This is why speaking to outerlanders is forbidden.		dialogue	Brundt the Chieftain	Brundt the Chieftain
We do not wish to enter war with the outerlanders and their strange magics, so we limit all unauthorised communication.		dialogue	Brundt the Chieftain	Brundt the Chieftain
Then how come you're talking to me?		dialogue	Brundt the Chieftain	Player
Ah, this is because I am the chieftain. I am the one who authorises contact. You will not find many of my tribe so forthcoming with you, as I.		dialogue	Brundt the Chieftain	Brundt the Chieftain
Is there a way for you to authorise your tribe to talk to me then?		dialogue	Brundt the Chieftain	Player
Well, there is one way... but I doubt it is of any interest to you.		dialogue	Brundt the Chieftain	Brundt the Chieftain
Yes.		dialogue	Brundt the Chieftain	Brundt the Chieftain
No.		dialogue	Brundt the Chieftain	Brundt the Chieftain
Why do you call me outerlander?		dialogue	Brundt the Chieftain	Player
Do not take it as an insult, outerlander. For us, this town is the center of all. Anyone not born here, or that we do not know and trust is an outerlander.		dialogue	Brundt the Chieftain	Brundt the Chieftain
So it basically means stranger?		dialogue	Brundt the Chieftain	Player
Aye, but that is an outerlander word. We do not judge someones ways by their name. It simply means one from the outerlands, or one not from Rellekka.		dialogue	Brundt the Chieftain	Brundt the Chieftain
I know our customs are foreign to you; perhaps you would like me to explain something else?		dialogue	Brundt the Chieftain	Brundt the Chieftain
I seek an army to destroy Asgarnia!		dialogue	Brundt the Chieftain	Player
We will have no part in the squabbles of outerlander tribes. Their magics are strange and deadly to us, as we learnt long ago.		dialogue	Brundt the Chieftain	Brundt the Chieftain
If this is all that you came here for, then you have had a wasted journey. If you are looking for something else, then speak now for my patience dwindles.		dialogue	Brundt the Chieftain	Brundt the Chieftain
Who are the Fremennik?		dialogue	Brundt the Chieftain	Player
It is the name we call ourselves. Outerlanders tend to call us 'Barbarian', but they do not understand our ways...		dialogue	Brundt the Chieftain	Brundt the Chieftain
Why will no-one talk to me?		dialogue	Brundt the Chieftain	Brundt the Chieftain
Nice hat!		dialogue	Brundt the Chieftain	Player
Do not mock me outerlander; this helm has saved my life more times than I care to recall right now.		dialogue	Brundt the Chieftain	Brundt the Chieftain
As a matter of fact [Fremennik name], I do have a quest for you. Are you interested?		dialogue	Brundt the Chieftain	Brundt
I’m ready for adventure		dialogue	Brundt the Chieftain	Player
Excellent, now-		dialogue	Brundt the Chieftain	Brundt
So what will it be this time? Joining warring islands?		dialogue	Brundt the Chieftain	Player
I’m a fan of you enthusiasm, [Fremennik name], but-		dialogue	Brundt the Chieftain	Brundt
Would you have me slay a mighty daggermouth? Or do you need my expertise in conquering untamed lands?		dialogue	Brundt the Chieftain	Player
Nothing quite that fancy I’m afraid, [Fremennik name]. I just need you to investigate a minor disturbance.		dialogue	Brundt the Chieftain	Brundt
Oh.		dialogue	Brundt the Chieftain	Player
Freygerd and Reeso run the sandpit a little north of here. They mentioned they heard some rustling by their hut lat night and wanted an official to investigate. You’ve proven yourself more than worthy of our people’s trust.		dialogue	Brundt the Chieftain	Brundt
Well that doesn’t sound so bad. I’ll get right on it.		dialogue	Brundt the Chieftain	Player
Thank you, [Fremennik name].		dialogue	Brundt the Chieftain	Brundt
Not right now.		dialogue	Brundt the Chieftain	Player
Very well. Return when you wish to help.		dialogue	Brundt the Chieftain	Brundt
Hi there Brundt the Chieftain. Could you help me out with a Seal of Passage?		dialogue	Brundt the Chieftain	Player
A Seal of Passage? Whatever for?		dialogue	Brundt the Chieftain	Brundt the Chieftain
Well, I've heard that there have been great troubles between your people and that of the Moon Clan. I was hoping to help. And so I need the Seal of Passage to show my intentions.		dialogue	Brundt the Chieftain	Player
Ah [Fremennik name], many have tried, but The Moon Clan are by no means a sharing group of people. They do everything by magic, something we never use. But they are so secretive about it. If only they would share, we		dialogue	Brundt the Chieftain	Brundt the Chieftain
wouldn't have to kill them all the time!		dialogue	Brundt the Chieftain	Brundt the Chieftain
I will see what I can do.		dialogue	Brundt the Chieftain	Player
Can I have that seal then?		dialogue	Brundt the Chieftain	Player
If you are to bring peace to our two warring clans, then perhaps it is best that you do...		dialogue	Brundt the Chieftain	Brundt the Chieftain
Hi there.		dialogue	Brundt the Chieftain	Player
Yes?		dialogue	Brundt the Chieftain	Brundt the Chieftain
I lost my Seal of Passage!		dialogue	Brundt the Chieftain	Player
Then you had better take a replacement and be less careless in future.		dialogue	Brundt the Chieftain	Brundt the Chieftain
Well if it isn't [Fremennik name]. I've heard of your exploits in the Lunar Isles!		dialogue	Brundt the Chieftain	Brundt the Chieftain
Already? News really does travel fast!		dialogue	Brundt the Chieftain	Player
Thank you so very much, I think we can really make progress now.		dialogue	Brundt the Chieftain	Brundt the Chieftain
No worries. I am pleased I could help.		dialogue	Brundt the Chieftain	Player
Oh, erm, could you help me out with a Seal of Passage?		dialogue	Brundt the Chieftain	Player
Seal of Passage, well I suppose so.		dialogue	Brundt the Chieftain	Brundt the Chieftain
Ok, here you go.		dialogue	Brundt the Chieftain	Brundt the Chieftain
Thanks!		dialogue	Brundt the Chieftain	Player
So how did the meeting go?		dialogue	Brundt the Chieftain	Player
It went surprisingly well! We are at least at the point where we will freely acknowledge each other's existence now.		dialogue	Brundt the Chieftain	Brundt the Chieftain
You are definitely a great asset to the Fremennik, [Fremennik name]!		dialogue	Brundt the Chieftain	Brundt the Chieftain
I've lost V's Shield.		dialogue	Brundt the Chieftain	Player
I don't think you have [Fremennik name]. I suggest you try looking for it again.		dialogue	Brundt the Chieftain	Brundt the Chieftain
You really should be more careful [Fremennik name]. Luckily for you I found it again but you'll have to pay to get it back.		dialogue	Brundt the Chieftain	Brundt the Chieftain
How much?		dialogue	Brundt the Chieftain	Player
50,000 coins. Consider it a lesson in looking after things better.		dialogue	Brundt the Chieftain	Brundt the Chieftain
Sounds good to me.		dialogue	Brundt the Chieftain	Player
Here you go [Fremennik name]. Use it well.		dialogue	Brundt the Chieftain	Brundt the Chieftain
That's a bit too much I'm afraid.		dialogue	Brundt the Chieftain	Player
Fair enough. I'll be here if you change your mind.		dialogue	Brundt the Chieftain	Brundt the Chieftain
I don't have that much.		dialogue	Brundt the Chieftain	Player
Well come back when you do.		dialogue	Brundt the Chieftain	Brundt the Chieftain
Hello again [brother/sister] [Fremennik name]! I hope your travels have brought you wealth and joy! What compels you to visit me on this day?		dialogue	Brundt the Chieftain	Brundt the Chieftain
I just came to say hello.		dialogue	Brundt the Chieftain	Player
Well met, [brother/sister] [Fremennik name]. It is always good to see your face in glorious Rellekka once more!		dialogue	Brundt the Chieftain	Brundt the Chieftain
Not at the moment [Fremennik name]. Rest assured, should your services to the Fremennik be required, I will call upon you.		dialogue	Brundt the Chieftain	Brundt the Chieftain
Aye, that it is [brother/sister] [Fremennik name]. Should you desire one of your own, you should go to Skulgrimen's shop and see what they have available!		dialogue	Brundt the Chieftain	Brundt the Chieftain
Can I hear the history of your people?		dialogue	Brundt the Chieftain	Player
Why, of course [Fremennik name]! Do not say 'your people' like that, for you are now a Fremennik yourself! What did you want to hear of?		dialogue	Brundt the Chieftain	Brundt the Chieftain
I'm interested in finding out about that mysterious warrior I fought as part of Thorvalds' combat trial. His name is Koschei I believe.		dialogue	Brundt the Chieftain	Player
Ah... the deathless one... We do not even know if Koschei is his name, when we found him he had no memory, he was simply repeating that single word.		dialogue	Brundt the Chieftain	Brundt the Chieftain
Whatever happened to him must have rattled his soul so hard that his memory ran away from him, and he has not yet found it'shiding place.		dialogue	Brundt the Chieftain	Brundt the Chieftain
So how exactly did you find him?		dialogue	Brundt the Chieftain	Player
Well, it was a raiding party like any other. We had just struck one of the smaller northern islands to harvest supplies by combat, as our laws allow,		dialogue	Brundt the Chieftain	Brundt the Chieftain
when we saw a figure in the iceywaters. As we were at least a 3 week sail from any port, and saw no other ships nearby, he must have been there some time.		dialogue	Brundt the Chieftain	Brundt the Chieftain
We could not leave someone to the cold death of the ocean, even an outerlander, so we fished him aboard. He muttered continually, but his words made no sense.		dialogue	Brundt the Chieftain	Brundt the Chieftain
He had no clothes or possessions with him, and seemed to have been burnt somehow before he had landed in the water.		dialogue	Brundt the Chieftain	Brundt the Chieftain
I cannot help but wonder what burnt him, for as you may have seen, he is incredibly powerful and resistant to damage by any means I know of!		dialogue	Brundt the Chieftain	Brundt the Chieftain
Anyway, we decided to bring him back to Rellekka, for he did not seem of good health or sound mind, and simply repeated the word Koschei over and over.		dialogue	Brundt the Chieftain	Brundt the Chieftain
Yrsa tended to him for many weeks, until one day it was as though a new soul had entered his burnt and broken body.		dialogue	Brundt the Chieftain	Brundt the Chieftain
He suddenly left her house one day, fully healed, and able to speak to us as though nothing had happened to him.		dialogue	Brundt the Chieftain	Brundt the Chieftain
He still had no recollection of how he had come to be in the iceyocean, or of who he was, or where he had come from, but this did not matter to us or him.		dialogue	Brundt the Chieftain	Brundt the Chieftain
He took his trials of adulthood, as you did, and has been a boon to our clan ever since. Someday I fear he may regain his memory, and leave us for his past...		dialogue	Brundt the Chieftain	Brundt the Chieftain
But I will always respect any decision he decides to make should that day ever come upon us. Until then, he is more than welcome to stay here.		dialogue	Brundt the Chieftain	Brundt the Chieftain
So, [Fremennik name]. Was there anything more you wished to hear?		dialogue	Brundt the Chieftain	Brundt the Chieftain
I would like to hear of the lands across the ocean to the North.		dialogue	Brundt the Chieftain	Player
Well, I think the best thing for you would be to go to the docks and ask to join one of our longboats on a journey.		dialogue	Brundt the Chieftain	Brundt the Chieftain
My affairs are concentrated mostly on Rellekka, so my knowledge is not great, but I will happily share what I do know with you [Fremennik name].		dialogue	Brundt the Chieftain	Brundt the Chieftain
North of this town the atmosphere becomes bitterly cold. There are a number of small inhabited islands that we have sea routes with.		dialogue	Brundt the Chieftain	Brundt the Chieftain
The largest of these is possibly Miscellania, although I hear that there has been some recent incident with their monarch, but I don't know the details.		dialogue	Brundt the Chieftain	Brundt the Chieftain
There is also of course the island of the moon clan, who change with the tides. They are our bitterest enemies, and we are currently at war with them.		dialogue	Brundt the Chieftain	Brundt the Chieftain
They are an evil people, equally cursed and blessed by the magic in their blood. Beyond those islands, there is the large frozen wasteland we call Acheron.		dialogue	Brundt the Chieftain	Brundt the Chieftain
It is an inhospitable land, and you will need an agile and sturdy body just to keep alive in it's perils.		dialogue	Brundt the Chieftain	Brundt the Chieftain
As I say, my knowledge outside of this town is rather limited, and I know no more than this. Was there anything else you wished to hear tell of?		dialogue	Brundt the Chieftain	Brundt the Chieftain
I would like to hear a little of the history between the Fremenniks and the outerlanders.		dialogue	Brundt the Chieftain	Player
Ah, now that is something I know a great deal about. Believe it or not, all outerlanders were once orginally Fremenniks.		dialogue	Brundt the Chieftain	Brundt the Chieftain
When first man came to these lands all were Fremenniks, and followed our ways. We lived a happy life, and never settled in one place for long.		dialogue	Brundt the Chieftain	Brundt the Chieftain
We travelled by boat along the coastlines, never taking more from the land than could be regrown by the same time in the following year.		dialogue	Brundt the Chieftain	Brundt the Chieftain
However, many moons past, some of our tribesmen were weary of constantly travelling the lands, and decided to build themselves permanent homes.		dialogue	Brundt the Chieftain	Brundt the Chieftain
Unfortunately, the other races that had also migrated here did not like this. They waged war against us at every opportunity.		dialogue	Brundt the Chieftain	Brundt the Chieftain
We were driven mostly to the coastlines, where we could escape by boat when attacked. Remember, at this time we had no real way to defend against constant attack.		dialogue	Brundt the Chieftain	Brundt the Chieftain
Then one day one of our Seers, whose name has been lost in the telling of this tale, discovered a cave full of strange rocks.		dialogue	Brundt the Chieftain	Brundt the Chieftain
This rock would never be consumed, no matter how much we took, and sparkled at its peak, and broke off in small and regular sized chunks when mined.		dialogue	Brundt the Chieftain	Brundt the Chieftain
Stranger than this, we found that these rocks would become filled with power when taken to certain places across this land!		dialogue	Brundt the Chieftain	Brundt the Chieftain
There was a terrible argument in our tribe! Some said that we should take as many of these rocks as we could, and use them in defending against our enemies attacks!		dialogue	Brundt the Chieftain	Brundt the Chieftain
Others said that we had found a place that belonged only to the gods, and that should we steal what was not ours we would find only torment and misery.		dialogue	Brundt the Chieftain	Brundt the Chieftain
We voted on this, and decided that it was in the best interests of the tribe to leave these strange rocks where they lay, for the gods can be spiteful and cruel,		dialogue	Brundt the Chieftain	Brundt the Chieftain
especially to those who do not treat them with the respect they desire. Some of our number refused to accept this ruling by our council however.		dialogue	Brundt the Chieftain	Brundt the Chieftain
They began to mine these rocks, and set up transport systems to the various places of power that enchanted them.		dialogue	Brundt the Chieftain	Brundt the Chieftain
They even created temples at each of these places! This was going too far! We had no choice, but to expel them from our tribe forever!		dialogue	Brundt the Chieftain	Brundt the Chieftain
We turned our backs upon them, and let them know they would never be welcome back to our tribes until they had released themselves from the rocks.		dialogue	Brundt the Chieftain	Brundt the Chieftain
This is the tale of how the outerlanders came about; through stealing from the gods, and from betraying our ideals. This is why we show them no trust.		dialogue	Brundt the Chieftain	Brundt the Chieftain
Was there something else you wished to hear?		dialogue	Brundt the Chieftain	Brundt the Chieftain
Actually, history isn't really my thing.		dialogue	Brundt the Chieftain	Player
Well let me know should you wish to hear our lore and histories. We value them highly.		dialogue	Brundt the Chieftain	Brundt the Chieftain
Sorry, but your trail is not over quite yet.		dialogue	Brundt the Chieftain	Brundt the Chieftain
Great...		dialogue	Brundt the Chieftain	Player
Find the answer to this question for me.		dialogue	Brundt the Chieftain	Brundt the Chieftain
Brundt has given you a challenge scroll!		dialogue	Brundt the Chieftain	Brundt the Chieftain
Please enter the answer to the question.		dialogue	Brundt the Chieftain	Brundt the Chieftain
Wrong answer!		dialogue	Brundt the Chieftain	Brundt the Chieftain
Perfect!		dialogue	Brundt the Chieftain	Brundt the Chieftain
Brundt has given you [another clue scroll/a casket]!		dialogue	Brundt the Chieftain	Brundt the Chieftain
Do you have any quests?		dialogue	Brundt the Chieftain	Brundt the Chieftain
Yes, I am interested.		dialogue	Brundt the Chieftain	Brundt the Chieftain
No, I'm not interested.		dialogue	Brundt the Chieftain	Brundt the Chieftain
Why do you call me outerlander?		dialogue	Brundt the Chieftain	Brundt the Chieftain
I seek an army to destroy Asgarnia!		dialogue	Brundt the Chieftain	Brundt the Chieftain
Who are the Fremennik?		dialogue	Brundt the Chieftain	Brundt the Chieftain
Nice hat!		dialogue	Brundt the Chieftain	Brundt the Chieftain
Ask about a Seal of Passage		dialogue	Brundt the Chieftain	Brundt the Chieftain
Ask about the mountain camp.		dialogue	Brundt the Chieftain	Brundt the Chieftain
Ask for a quest.		dialogue	Brundt the Chieftain	Brundt the Chieftain
Ask about anything else.		dialogue	Brundt the Chieftain	Brundt the Chieftain
Ask about a Seal of Passage.		dialogue	Brundt the Chieftain	Brundt the Chieftain
Ask about V's Shield.		dialogue	Brundt the Chieftain	Brundt the Chieftain
I just came to say hello.		dialogue	Brundt the Chieftain	Brundt the Chieftain
Can I hear the history of your people?		dialogue	Brundt the Chieftain	Brundt the Chieftain
Tell me of the finding of Koschei		dialogue	Brundt the Chieftain	Brundt the Chieftain
Tell me of the lands to the North		dialogue	Brundt the Chieftain	Brundt the Chieftain
Tell me of the outerlanders		dialogue	Brundt the Chieftain	Brundt the Chieftain
Don't tell me anything		dialogue	Brundt the Chieftain	Brundt the Chieftain
Moo		dialogue	Brutus	Brutus
*growls*		dialogue	Brutus	Brutus
*snorts*		dialogue	Brutus	Brutus
*huff*		dialogue	Brutus	Brutus
m-moo...		dialogue	Brutus	Brutus
What are you doing down here?		dialogue	Bryn	Bryn
Could you explain this place to me again?		dialogue	Bryn	Player
This here is the Gauntlet, the finest creation of the Amlodd clan. It was built years ago to help train Prifddinas' finest warriors and survivalists.		dialogue	Bryn	Bryn
Train?		dialogue	Bryn	Player
That's right. The Gauntlet contains a range of deadly creatures formed from crystal. Defeating them is the key to victory, but it is no easy task.		dialogue	Bryn	Bryn
This is because all participants start with nothing at hand beyond a few basic tools.		dialogue	Bryn	Bryn
But how do people fight without their gear?		dialogue	Bryn	Player
Resources can be gathered throughout the dungeon. These can be used to create the weapons, armour, food and potions needed to survive.		dialogue	Bryn	Bryn
Without any armour, those crystalline creatures can be real nasty. Any armour that you make down there will greatly reduce the damage they do to you.		dialogue	Bryn	Bryn
Okay, I think I follow... But I thought this was all about combat, not just gathering my own equipment.		dialogue	Bryn	Player
That's right. Once you feel you're ready, or once we decide that you've spent long enough down there, you'll have to face the fearsome Crystalline Hunllef.		dialogue	Bryn	Bryn
And what makes it so dangerous, if it's just for training?		dialogue	Bryn	Player
Once you go down there, there are only two ways out... You can make a break for the exit, or if you're bested in combat we'll send someone in for you.		dialogue	Bryn	Bryn
Things can be a little unstable down there at times, too... Everything gets corrupted, and it might be a little frightening, but it makes for a good challenge.		dialogue	Bryn	Bryn
The Corrupted Gauntlet can be accessed by rightclicking the entrance.		dialogue	Bryn	Bryn
I think that covers it... Everything else, you'll have to work out for yourself while you're in there.		dialogue	Bryn	Bryn
Okay... I think I've got it.		dialogue	Bryn	Player
You can always come back and ask me to go over things again.		dialogue	Bryn	Bryn
I'm thinking of giving the Gauntlet a go.		dialogue	Bryn	Player
You? Attempting the Gauntlet? If you say so!		dialogue	Bryn	Bryn
Just passing by.		dialogue	Bryn	Player
Alright... Well be careful down here. I've got my eye on you.		dialogue	Bryn	Bryn
Don't think you want to be heading down there without knowing what you're getting into! Come and see me, if you really want to go down there.		dialogue	Bryn	Bryn
Don't think you can be taking any plus ones down there with you.		dialogue	Bryn	Bryn
There's something in that there chest waiting for you. Don't leave it for too long.		dialogue	Bryn	Bryn
Hey! Finish your fight before you come in here!		dialogue	Bryn	Bryn
You know, if things start getting comfortable down there, things can be a little unstable at times.		dialogue	Bryn	Bryn
It might be a little frightening, but it makes for a good challenge!		dialogue	Bryn	Bryn
Maybe I'll check it out at some point!		dialogue	Bryn	Player
The Corrupted Gauntlet can be accessed by right-clicking the entrance.		dialogue	Bryn	Bryn
Could you explain this place to me again?		dialogue	Bryn	Bryn
I'm thinking of giving the Gauntlet a go.		dialogue	Bryn	Bryn
What is this place?		dialogue	Bryn	Bryn
Just passing by.		dialogue	Bryn	Bryn
Moo		dialogue	Buffalo	Buffalo
You's better talk to Dad, him chasey sneaky da chompy.		dialogue	Bugs	Bugs
Thanks for da chompy, it was deloverly!		dialogue	Bugs	Bugs
It's a bit rude of 'em to take up the whole bridge with their conversation, isn't it, mate?		dialogue	Builder	Builder 1
Aye, mate, but wouldn't it be just as rude for us to interrupt?		dialogue	Builder	Builder 2
A good point well made, mate. Who are we to decide that the dig is more impor'ant than a personal disagreement between two people?		dialogue	Builder	Builder 1
You're not wrong, mate. We often place matters of industry above those of people, and it's chippin' away at our ability to relate to each other on a human level.		dialogue	Builder	Builder 2
What's going on here?		dialogue	Builder	Player
We're part of a dig into some ruins beneath Cam Torum, but the way's blocked by these folks.		dialogue	Builder	Builder 1
Have you tried asking them to move?		dialogue	Builder	Player
We're considering the moral implications of doing exactly that, mate.		dialogue	Builder	Builder 2
Are you two philosophers?		dialogue	Builder	Player
No mate, builders.		dialogue	Builder	Builder 1
But thinking, talking, discussing, it's what makes us human, mate.		dialogue	Builder	Builder 2
It's not just humans that do those things.		dialogue	Builder	Player
Fair play, mate. I guess we're reflecting more on the condition of sen'ience in general then.		dialogue	Builder	Builder 2
...		dialogue	Builder	Player
Goodbye.		dialogue	Builder	Player
Have a good one, mate.		dialogue	Builder	Builder 2
Good to see you again, mate.		dialogue	Builder	Builder 1
Good to see you both as well. How's things?		dialogue	Builder	Player
Never better, mate. Never better. This here ruin was the find of the century!		dialogue	Builder	Builder 2
All credit to Jess, o'course, but we're glad to be doing our bit!		dialogue	Builder	Builder 1
Glad to hear it.		dialogue	Builder	Player
What's going on here?		dialogue	Builder	Builder
Are you two philosophers?		dialogue	Builder	Builder
Goodbye.		dialogue	Builder	Builder
Can I help you today?		dialogue	Buneir	Buneir
Can I go for a ride?		dialogue	Buneir	Player
Minecart rides are 20 coins.		dialogue	Buneir	Buneir
Of course.		dialogue	Buneir	Buneir
I'm fine, thanks.		dialogue	Buneir	Player
As a loyal customer of the Lovakengj Minecart Network, you're entitled to this.		dialogue	Buneir	Buneir
Now, can I help you today?		dialogue	Buneir	Buneir
You're already here, human.		dialogue	Buneir	Buneir
Can I go for a ride?		dialogue	Buneir	Buneir
I'm fine, thanks.		dialogue	Buneir	Buneir
How are things, Bunkdo?		dialogue	Bunkdo	Player
It's great to be back home, [player name].		dialogue	Bunkdo	Bunkdo
